postcode;woonplaats;provincie;latitude;longitude
1115;Duivendrecht;Noord-Holland;52.3343201;4.940352231
1117;Schiphol;Noord-Holland;52.29694348;4.792483655
1118;Schiphol;Noord-Holland;52.29492605;4.767315812
1119;Schiphol-Rijk;Noord-Holland;52.27791058;4.745339251
1120;Landsmeer;Noord-Holland;52.44288081;4.914716988
1121;Landsmeer;Noord-Holland;52.43195831;4.919969314
1127;Den Ilp;Noord-Holland;52.44605485;4.910544645
1130;Volendam;Noord-Holland;52.49048849;5.067333848
1131;Volendam;Noord-Holland;52.49243864;5.071826845
1132;Volendam;Noord-Holland;52.49757457;5.057422236
1135;Edam;Noord-Holland;52.51530148;5.049531909
1140;Monnickendam;Noord-Holland;52.45932236;5.03383111
1141;Monnickendam;Noord-Holland;52.45651217;5.04085885
1145;Katwoude;Noord-Holland;52.46907073;5.055394239
1150;Broek in Waterland;Noord-Holland;52.43382016;4.995969464
1151;Broek in Waterland;Noord-Holland;52.4341579;5.000546305
1153;Zuiderwoude;Noord-Holland;52.42872021;5.041293443
1154;Uitdam;Noord-Holland;52.42110647;5.072459127
1156;Marken;Noord-Holland;52.457324;5.103363186
1160;Zwanenburg;Noord-Holland;52.38501062;4.731904315
1161;Zwanenburg;Noord-Holland;52.38106368;4.746922274
1165;Halfweg;Noord-Holland;52.38311627;4.696083978
1170;Badhoevedorp;Noord-Holland;52.34524698;4.778821169
1171;Badhoevedorp;Noord-Holland;52.33940861;4.78463038
1175;Lijnden;Noord-Holland;52.35025884;4.761933929
1180;Amstelveen;Noord-Holland;52.32133006;4.863568233
1181;Amstelveen;Noord-Holland;52.3081721;4.870229237
1182;Amstelveen;Noord-Holland;52.31580393;4.848130044
1183;Amstelveen;Noord-Holland;52.3014675;4.874247928
1184;Amstelveen;Noord-Holland;52.30167941;4.897966946
1185;Amstelveen;Noord-Holland;52.29111769;4.840455118
1186;Amstelveen;Noord-Holland;52.28088119;4.864354935
1187;Amstelveen;Noord-Holland;52.29311275;4.831086081
1188;Amstelveen;Noord-Holland;52.27865666;4.846882272
1189;Amstelveen;Noord-Holland;52.25902055;4.869899155
1190;Ouderkerk aan de Amstel;Noord-Holland;52.3101252;4.907279358
1191;Ouderkerk aan de Amstel;Noord-Holland;52.29813876;4.903854161
1200;Hilversum;Noord-Holland;52.23093476;5.176689973
1201;Hilversum;Noord-Holland;52.23093476;5.176689973
1202;Hilversum;Noord-Holland;52.23093476;5.176689973
1211;Hilversum;Noord-Holland;52.22209557;5.171666458
1212;Hilversum;Noord-Holland;52.21763123;5.191763588
1213;Hilversum;Noord-Holland;52.20963742;5.17595861
1214;Hilversum;Noord-Holland;52.20910729;5.170436238
1215;Hilversum;Noord-Holland;52.2201236;5.157218026
1216;Hilversum;Noord-Holland;52.21772588;5.133878325
1217;Hilversum;Noord-Holland;52.23824956;5.170519879
1218;Hilversum;Noord-Holland;52.2667183;5.135022272
1221;Hilversum;Noord-Holland;52.22494471;5.188765052
1222;Hilversum;Noord-Holland;52.23698804;5.190913633
1223;Hilversum;Noord-Holland;52.2290248;5.19825673
1230;Loosdrecht;Noord-Holland;52.2055254;5.131189755
1231;Loosdrecht;Noord-Holland;52.20612476;5.137906832
1240;Kortenhoef;Noord-Holland;52.24270808;5.119021276
1241;Kortenhoef;Noord-Holland;52.23751178;5.11542485
1243;'s-Graveland;Noord-Holland;52.24949258;5.120986876
1244;Ankeveen;Noord-Holland;52.24995235;5.119845698
1250;Laren;Noord-Holland;52.1899558;6.370168558
1251;Laren;Noord-Holland;52.25914348;5.230919356
1252;Laren;Noord-Holland;52.24525185;5.232309774
1260;Blaricum;Noord-Holland;52.27397542;5.231135129
1261;Blaricum;Noord-Holland;52.26252062;5.237051256
1270;Huizen;Noord-Holland;52.30756951;5.23797234
1271;Huizen;Noord-Holland;52.29522298;5.237155771
1272;Huizen;Noord-Holland;52.2917583;5.221483074
1273;Huizen;Noord-Holland;52.29920124;5.267761645
1274;Huizen;Noord-Holland;52.30220026;5.270171796
1275;Huizen;Noord-Holland;52.28976783;5.262457664
1276;Huizen;Noord-Holland;52.29560356;5.243694724
1277;Huizen;Noord-Holland;52.29768582;5.277955109
1300;Almere;Flevoland;52.41690712;5.219714125
1301;Almere;Flevoland;52.41690712;5.219714125
1302;Almere;Flevoland;52.41690712;5.219714125
1303;Almere;Flevoland;52.41690712;5.219714125
1305;Almere;Flevoland;52.41690712;5.219714125
1309;Almere;Flevoland;52.36616947;5.166561399
1311;Almere;Flevoland;52.36910794;5.183745097
1312;Almere;Flevoland;52.37222102;5.190193446
1313;Almere;Flevoland;52.38232015;5.19983847
1314;Almere;Flevoland;52.38164542;5.211919564
1315;Almere;Flevoland;52.37009441;5.218084789
1316;Almere;Flevoland;52.39302759;5.208573558
1317;Almere;Flevoland;52.38912514;5.231795558
1318;Almere;Flevoland;52.38016517;5.254024728
1319;Almere;Flevoland;52.38597427;5.183913305
1320;Almere;Flevoland;52.36868381;5.215788784
1321;Almere;Flevoland;52.35732336;5.185899804
1322;Almere;Flevoland;52.35202389;5.189014267
1323;Almere;Flevoland;52.36423716;5.198784317
1324;Almere;Flevoland;52.36315725;5.209698809
1325;Almere;Flevoland;52.36520999;5.241136187
1326;Almere;Flevoland;52.37304046;5.244694307
1327;Almere;Flevoland;52.36157898;5.265784066
1328;Almere;Flevoland;52.37933044;5.258883012
1329;Almere;Flevoland;52.3668419;5.273161918
1331;Almere;Flevoland;52.41797621;5.267802562
1332;Almere;Flevoland;52.40920504;5.260615581
1333;Almere;Flevoland;52.39612548;5.256668296
1334;Almere;Flevoland;52.3962191;5.278017475
1335;Almere;Flevoland;52.40123093;5.284190605
1336;Almere;Flevoland;52.40189559;5.330723282
1338;Almere;Flevoland;52.38721684;5.288568334
1339;Almere;Flevoland;52.39205335;5.300951911
1341;Almere;Flevoland;52.34726726;5.288447311
1343;Almere;Flevoland;52.3359392;5.303499723
1349;Almere;Flevoland;52.34758213;5.32100747
1351;Almere;Flevoland;52.34705759;5.213079104
1352;Almere;Flevoland;52.34207326;5.221040744
1353;Almere;Flevoland;52.33716535;5.204940064
1354;Almere;Flevoland;52.33851247;5.21522037
1355;Almere;Flevoland;52.3476382;5.230471666
1356;Almere;Flevoland;52.33789004;5.233252936
1357;Almere;Flevoland;52.33431689;5.220150823
1358;Almere;Flevoland;52.33006441;5.243978671
1359;Almere;Flevoland;52.34129417;5.191162318
1361;Almere;Flevoland;52.34241414;5.134126353
1362;Almere;Flevoland;52.35367292;5.170750712
1363;Almere;Flevoland;52.3581409;5.145273794
1380;Weesp;Noord-Holland;52.30824111;5.03806706
1381;Weesp;Noord-Holland;52.30782002;5.042657534
1382;Weesp;Noord-Holland;52.31222487;5.031014824
1383;Weesp;Noord-Holland;52.29822437;5.04382264
1390;Abcoude;Utrecht;52.27302554;4.972373102
1391;Abcoude;Utrecht;52.27224534;4.968066798
1393;Nigtevecht;Utrecht;52.27473192;5.028012624
1394;Nederhorst den Berg;Noord-Holland;52.25483324;5.045873521
1396;Baambrugge;Utrecht;52.24713462;4.99088247
1398;Muiden;Noord-Holland;52.33361834;5.067723604
1399;Muiderberg;Noord-Holland;52.32728534;5.119788398
1400;Bussum;Noord-Holland;52.27023928;5.165014887
1401;Bussum;Noord-Holland;52.27572903;5.167575383
1402;Bussum;Noord-Holland;52.2762986;5.177591201
1403;Bussum;Noord-Holland;52.26553248;5.185076969
1404;Bussum;Noord-Holland;52.27191464;5.164575724
1405;Bussum;Noord-Holland;52.27602012;5.146625081
1406;Bussum;Noord-Holland;52.27291336;5.154954321
1410;Naarden;Noord-Holland;52.30870942;5.143040649
1411;Naarden;Noord-Holland;52.29588792;5.160338236
1412;Naarden;Noord-Holland;52.28583057;5.149975447
1420;Uithoorn;Noord-Holland;52.23455611;4.834561941
1421;Uithoorn;Noord-Holland;52.24526753;4.813074215
1422;Uithoorn;Noord-Holland;52.25102485;4.812246889
1423;Uithoorn;Noord-Holland;52.23767039;4.808145961
1424;De Kwakel;Noord-Holland;52.23658;4.814418731
1426;de Hoef;Utrecht;52.22297457;4.817167738
1427;Amstelhoek;Utrecht;52.22961257;4.826423591
1428;Vrouwenakker;Zuid-Holland;52.22737144;4.783153075
1430;Aalsmeer;Noord-Holland;52.25905482;4.762431126
1431;Aalsmeer;Noord-Holland;52.26443978;4.762471574
1432;Aalsmeer;Noord-Holland;52.27814362;4.794691794
1433;Kudelstaart;Noord-Holland;52.23516589;4.759553001
1435;Rijsenhout;Noord-Holland;52.2614805;4.715447745
1436;Aalsmeerderbrug;Noord-Holland;52.27465938;4.751959762
1437;Rozenburg;Noord-Holland;52.28504107;4.731954952
1438;Oude Meer;Noord-Holland;52.28871671;4.781924538
1440;Purmerend;Noord-Holland;52.5103864;4.949898669
1441;Purmerend;Noord-Holland;52.49099634;4.954866657
1442;Purmerend;Noord-Holland;52.51364716;4.965187461
1443;Purmerend;Noord-Holland;52.50623312;4.96948961
1444;Purmerend;Noord-Holland;52.52463135;4.959385638
1445;Purmerend;Noord-Holland;52.50109873;4.976938082
1446;Purmerend;Noord-Holland;52.51071111;4.992688981
1447;Purmerend;Noord-Holland;52.49841768;4.972324578
1448;Purmerend;Noord-Holland;52.49757922;4.94344071
1451;Purmerland;Noord-Holland;52.47865243;4.923557006
1452;Ilpendam;Noord-Holland;52.46011819;4.954414762
1454;Watergang;Noord-Holland;52.42653688;4.960136098
1456;Wijdewormer;Noord-Holland;52.48510756;4.852341892
1458;Spijkerboor;Noord-Holland;52.52137096;4.868718682
1461;Zuidoostbeemster;Noord-Holland;52.52446957;4.95511332
1462;Middenbeemster;Noord-Holland;52.5723628;4.927510271
1463;Noordbeemster;Noord-Holland;52.58233379;4.933378446
1464;Westbeemster;Noord-Holland;52.56809504;4.895674208
1471;Kwadijk;Noord-Holland;52.53234186;4.99591698
1472;Middelie;Noord-Holland;52.53100232;5.013585493
1473;Warder;Noord-Holland;52.56475906;5.03172208
1474;Oosthuizen;Noord-Holland;52.5682589;4.99224853
1475;Beets;Noord-Holland;52.58719104;4.97523631
1476;Schardam;Noord-Holland;52.59259232;5.021028239
1477;Hobrede;Noord-Holland;52.54602351;4.978850073
1481;Purmer;Noord-Holland;52.50223048;5.029661265
1482;Purmer;Noord-Holland;52.49020533;5.002974349
1483;De Rijp;Noord-Holland;52.56052469;4.842126342
1484;Graft;Noord-Holland;52.56078711;4.833967105
1485;Noordeinde;Noord-Holland;52.57204787;4.83383082
1486;West-Graftdijk;Noord-Holland;52.5548468;4.79778994
1487;Oost-Graftdijk;Noord-Holland;52.54459232;4.817370059
1488;Starnmeer;Noord-Holland;52.5401722;4.780654777
1489;de Woude;Noord-Holland;52.54738559;4.775839923
1500;Zaandam;Noord-Holland;52.43793557;4.828435444
1501;Zaandam;Noord-Holland;52.44127723;4.830187464
1502;Zaandam;Noord-Holland;52.44524337;4.831236645
1503;Zaandam;Noord-Holland;52.44464451;4.835091599
1504;Zaandam;Noord-Holland;52.43619848;4.849987878
1505;Zaandam;Noord-Holland;52.42847144;4.841147075
1506;Zaandam;Noord-Holland;52.45063246;4.811470213
1507;Zaandam;Noord-Holland;52.42589095;4.793865362
1508;Zaandam;Noord-Holland;52.4611932;4.816885676
1509;Zaandam;Noord-Holland;52.46705627;4.824460416
1510;Oostzaan;Noord-Holland;52.44680514;4.871705954
1511;Oostzaan;Noord-Holland;52.43851003;4.88256887
1520;Wormerveer;Noord-Holland;52.48905124;4.79563199
1521;Wormerveer;Noord-Holland;52.49443663;4.789121085
1525;Westknollendam;Noord-Holland;52.51632225;4.785374187
1530;Wormer;Noord-Holland;52.49513243;4.800928191
1531;Wormer;Noord-Holland;52.50052487;4.814800615
1534;Oostknollendam;Noord-Holland;52.51895748;4.791678909
1536;Markenbinnen;Noord-Holland;52.53001066;4.782768605
1540;Koog aan de Zaan;Noord-Holland;52.45592413;4.809991765
1541;Koog aan de Zaan;Noord-Holland;52.46701222;4.8156333
1544;Zaandijk;Noord-Holland;52.47128224;4.793973407
1546;Jisp;Noord-Holland;52.5098393;4.850240557
1550;Westzaan;Noord-Holland;52.46249265;4.773384974
1551;Westzaan;Noord-Holland;52.43807337;4.778226907
1560;Krommenie;Noord-Holland;52.49504204;4.765828725
1561;Krommenie;Noord-Holland;52.50297189;4.772023418
1562;Krommenie;Noord-Holland;52.49904813;4.748886246
1566;Assendelft;Noord-Holland;52.48330006;4.755312275
1567;Assendelft;Noord-Holland;52.4943777;4.75253445
1600;Enkhuizen;Noord-Holland;52.70419224;5.292841562
1601;Enkhuizen;Noord-Holland;52.70121002;5.281410881
1602;Enkhuizen;Noord-Holland;52.71356022;5.269982663
1606;Venhuizen;Noord-Holland;52.67607906;5.212037622
1607;Hem;Noord-Holland;52.66109287;5.195048123
1608;Wijdenes;Noord-Holland;52.64216496;5.158200198
1609;Oosterleek;Noord-Holland;52.63872255;5.196919618
1610;Bovenkarspel;Noord-Holland;52.69785229;5.23554493
1611;Bovenkarspel;Noord-Holland;52.70039127;5.246140775
1613;Grootebroek;Noord-Holland;52.70075209;5.226233538
1614;Lutjebroek;Noord-Holland;52.69938771;5.203043092
1616;Hoogkarspel;Noord-Holland;52.69782544;5.175812634
1617;Westwoud;Noord-Holland;52.68348;5.133564632
1619;Andijk;Noord-Holland;52.74248953;5.244740174
1620;Hoorn;Noord-Holland;52.63593289;5.05674235
1621;Hoorn;Noord-Holland;52.63895173;5.063838835
1622;Hoorn;Noord-Holland;52.64178148;5.037054652
1623;Hoorn;Noord-Holland;52.64328374;5.071475132
1624;Hoorn;Noord-Holland;52.6507891;5.063372969
1625;Hoorn;Noord-Holland;52.65807514;5.055106437
1627;Hoorn;Noord-Holland;52.64014382;5.096502737
1628;Hoorn;Noord-Holland;52.64856248;5.084847016
1631;Oudendijk;Noord-Holland;52.60562445;4.959832954
1633;Avenhorn;Noord-Holland;52.62030229;4.946849958
1634;Scharwoude;Noord-Holland;52.62035728;5.012916021
1636;Schermerhorn;Noord-Holland;52.59919359;4.891114255
1641;Spierdijk;Noord-Holland;52.65052985;4.943374405
1642;Spierdijk;Noord-Holland;52.64972055;4.948690474
1643;Spierdijk;Noord-Holland;52.66055442;4.949362516
1645;Ursem;Noord-Holland;52.62306278;4.928230916
1646;Ursem gem. S;Noord-Holland;52.61845408;4.875823024
1647;Berkhout;Noord-Holland;52.64400824;5.001126297
1648;De Goorn;Noord-Holland;52.62516386;4.945484369
1652;Zuidermeer;Noord-Holland;52.66271035;4.974619821
1654;Benningbroek;Noord-Holland;52.70061907;5.045094846
1655;Sijbekarspel;Noord-Holland;52.70249585;5.009131433
1657;Abbekerk;Noord-Holland;52.73278683;5.015701941
1658;Lambertschaag;Noord-Holland;52.74809321;5.017095287
1661;De Weere;Noord-Holland;52.73211768;4.974247593
1662;De Weere;Noord-Holland;52.72368572;4.999457591
1663;De Weere;Noord-Holland;52.72124766;4.997559107
1670;Medemblik;Noord-Holland;52.77120107;5.108469075
1671;Medemblik;Noord-Holland;52.76016518;5.098100904
1674;Opperdoes;Noord-Holland;52.76201641;5.081585184
1676;Twisk;Noord-Holland;52.73787394;5.04820417
1678;Oostwoud;Noord-Holland;52.72484978;5.084287829
1679;Midwoud;Noord-Holland;52.71672305;5.072595135
1681;Zwaagdijk-Oost;Noord-Holland;52.70114163;5.151028018
1682;Zwaagdijk-Oost;Noord-Holland;52.69993509;5.113391334
1683;Zwaagdijk-Oost;Noord-Holland;52.70592553;5.136041749
1684;Zwaagdijk-Oost;Noord-Holland;52.70151367;5.129677293
1685;Zwaagdijk-West;Noord-Holland;52.67447177;5.054689713
1686;Zwaagdijk-West;Noord-Holland;52.68199121;5.072376923
1687;Wognum;Noord-Holland;52.68774194;5.024660542
1688;Nibbixwoud;Noord-Holland;52.69170383;5.064133615
1689;Zwaag;Noord-Holland;52.66668483;5.056275911
1691;Hauwert;Noord-Holland;52.70843368;5.100732003
1692;Hauwert;Noord-Holland;52.72230909;5.122604236
1693;Wervershoof;Noord-Holland;52.7326225;5.151089508
1695;Blokker;Noord-Holland;52.66258846;5.091077811
1696;Oosterblokker;Noord-Holland;52.66927205;5.11562808
1697;Schellinkhout;Noord-Holland;52.64833069;5.12095537
1700;Heerhugowaard;Noord-Holland;52.67415212;4.844673537
1701;Heerhugowaard;Noord-Holland;52.67415212;4.844673537
1702;Heerhugowaard;Noord-Holland;52.66272225;4.841035503
1703;Heerhugowaard;Noord-Holland;52.66128672;4.833656055
1704;Heerhugowaard;Noord-Holland;52.72001232;4.856776265
1705;Heerhugowaard;Noord-Holland;52.64816434;4.827915158
1706;Heerhugowaard;Noord-Holland;52.6673582;4.863785923
1710;Hensbroek;Noord-Holland;52.65862472;4.887666721
1711;Hensbroek;Noord-Holland;52.65967221;4.877977939
1713;Obdam;Noord-Holland;52.67122385;4.907607039
1715;Spanbroek;Noord-Holland;52.70059408;4.951277594
1716;Opmeer;Noord-Holland;52.70539403;4.959695363
1718;Hoogwoud;Noord-Holland;52.71841446;4.940386776
1719;Spanbroek;Noord-Holland;52.69876914;4.949979085
1720;Broek op Langedijk;Noord-Holland;52.66967241;4.801539919
1721;Broek op Langedijk;Noord-Holland;52.67373398;4.784283734
1722;Zuid-Scharwoude;Noord-Holland;52.69663865;4.808919474
1723;Noord-Scharwoude;Noord-Holland;52.69837871;4.809034989
1724;Oudkarspel;Noord-Holland;52.70786679;4.807743842
1730;Winkel;Noord-Holland;52.76189131;4.88929451
1731;Winkel;Noord-Holland;52.75248942;4.903345954
1732;Lutjewinkel;Noord-Holland;52.7643922;4.857659571
1733;Nieuwe Niedorp;Noord-Holland;52.74271162;4.898636657
1734;Oude Niedorp;Noord-Holland;52.71264125;4.885266144
1735;'t Veld;Noord-Holland;52.73936866;4.85836384
1736;Zijdewind;Noord-Holland;52.75314156;4.82917531
1738;Waarland;Noord-Holland;52.72512776;4.825329815
1740;Schagen;Noord-Holland;52.78643557;4.793757072
1741;Schagen;Noord-Holland;52.79072389;4.795628124
1742;Schagen;Noord-Holland;52.78199981;4.79106502
1744;Sint Maarten;Noord-Holland;52.76908057;4.751578821
1746;Dirkshorn;Noord-Holland;52.75103528;4.775712438
1747;Tuitjenhorn;Noord-Holland;52.73523147;4.752467717
1749;Warmenhuizen;Noord-Holland;52.72108247;4.727237532
1750;Schagerbrug;Noord-Holland;52.8016461;4.761183512
1751;Schagerbrug;Noord-Holland;52.81526035;4.720840794
1752;Sint Maartensbrug;Noord-Holland;52.78178893;4.728537879
1753;Sint Maartensvlotbrug;Noord-Holland;52.78680036;4.708456621
1754;Burgerbrug;Noord-Holland;52.74837282;4.69985314
1755;Petten;Noord-Holland;52.77491385;4.66685362
1756;'t Zand;Noord-Holland;52.83517919;4.754658857
1757;Oudesluis;Noord-Holland;52.83526393;4.806678552
1759;Callantsoog;Noord-Holland;52.85653025;4.742570602
1760;Anna Paulowna;Noord-Holland;52.86162277;4.834106013
1761;Anna Paulowna;Noord-Holland;52.85701324;4.823330078
1764;Breezand;Noord-Holland;52.89439496;4.834902902
1766;Wieringerwaard;Noord-Holland;52.83836196;4.865472369
1767;Kolhorn;Noord-Holland;52.79336552;4.893393527
1768;Barsingerhorn;Noord-Holland;52.8044694;4.846543502
1769;Haringhuizen;Noord-Holland;52.76284344;4.814140725
1770;Wieringerwerf;Noord-Holland;52.84733516;5.02511577
1771;Wieringerwerf;Noord-Holland;52.85116245;5.038234562
1773;Kreileroord;Noord-Holland;52.84041002;5.080345082
1774;Slootdorp;Noord-Holland;52.8427282;4.968795862
1775;Middenmeer;Noord-Holland;52.80812897;4.994462178
1777;Hippolytushoef;Noord-Holland;52.90962055;4.965342097
1778;Westerland;Noord-Holland;52.88926166;4.929011279
1779;Den Oever;Noord-Holland;52.93563876;5.029732717
1780;Den Helder;Noord-Holland;52.96381306;4.772209896
1781;Den Helder;Noord-Holland;52.95928767;4.764204259
1782;Den Helder;Noord-Holland;52.96076939;4.751592703
1783;Den Helder;Noord-Holland;52.9470061;4.737536907
1784;Den Helder;Noord-Holland;52.92992455;4.743814693
1785;Den Helder;Noord-Holland;52.93673744;4.77940615
1786;Den Helder;Noord-Holland;52.92093552;4.784785449
1787;Julianadorp;Noord-Holland;52.89814717;4.731547339
1788;Julianadorp;Noord-Holland;52.89044597;4.735152076
1789;Huisduinen;Noord-Holland;52.9515719;4.724348987
1790;Den Burg;Noord-Holland;53.05548356;4.798074533
1791;Den Burg;Noord-Holland;53.05885041;4.788056934
1792;Oudeschild;Noord-Holland;53.03850078;4.843902703
1793;De Waal;Noord-Holland;53.07416621;4.820814069
1794;Oosterend;Noord-Holland;53.08930411;4.875353818
1795;De Cocksdorp;Noord-Holland;53.12800814;4.814553191
1796;De Koog;Noord-Holland;53.07690228;4.76165871
1797;Den Hoorn;Noord-Holland;53.04167406;4.762035213
1800;Alkmaar;Noord-Holland;52.62490411;4.752485053
1801;Alkmaar;Noord-Holland;52.62490411;4.752485053
1802;Alkmaar;Noord-Holland;52.62490411;4.752485053
1810;Alkmaar;Noord-Holland;52.62490411;4.752485053
1811;Alkmaar;Noord-Holland;52.63182594;4.749376701
1812;Alkmaar;Noord-Holland;52.6234044;4.772772192
1813;Alkmaar;Noord-Holland;52.62574315;4.753742199
1814;Alkmaar;Noord-Holland;52.62421117;4.74453397
1815;Alkmaar;Noord-Holland;52.62278252;4.734927772
1816;Alkmaar;Noord-Holland;52.62969368;4.718971169
1817;Alkmaar;Noord-Holland;52.64278676;4.737730545
